0.00000,0.00000,-0.00000,-0.00000,-59.78640,9.80000
0.00000,1.00000,-0.00000,-25.00000,-57.78900,11.20000
0.00000,2.00000,-0.00000,-50.00000,-50.25390,11.00000
0.00000,3.00000,-0.00000,-75.00000,-43.06110,12.00000
0.00000,4.00000,-0.00000,-100.00000,-46.03010,10.60000
0.00000,5.00000,-0.00000,-125.00000,-33.40530,8.20000
0.00000,6.00000,-0.00000,-150.00000,-42.16660,6.60000
0.00000,7.00000,-0.00000,-175.00000,-26.49950,8.00000
0.00000,8.00000,-0.00000,-200.00000,-44.68010,7.80000
0.00000,9.00000,-0.00000,-225.00000,-62.44030,8.40000
1.00000,0.00000,-25.00000,-0.00000,-11.34050,11.00000
1.00000,1.00000,-25.00000,-25.00000,-30.95720,9.20000
1.00000,2.00000,-25.00000,-50.00000,0.48291,11.40000
1.00000,3.00000,-25.00000,-75.00000,86.70210,12.40000
1.00000,4.00000,-25.00000,-100.00000,-24.77920,7.60000
1.00000,5.00000,-25.00000,-125.00000,-46.76290,10.80000
1.00000,6.00000,-25.00000,-150.00000,-38.94330,8.60000
1.00000,7.00000,-25.00000,-175.00000,-47.34290,8.40000
1.00000,8.00000,-25.00000,-200.00000,-55.62920,8.20000
1.00000,9.00000,-25.00000,-225.00000,-33.56710,9.00000
2.00000,0.00000,-50.00000,-0.00000,-10.17810,9.40000
2.00000,1.00000,-50.00000,-25.00000,11.30610,8.60000
2.00000,2.00000,-50.00000,-50.00000,-21.18010,11.40000
2.00000,3.00000,-50.00000,-75.00000,-4.87370,12.40000
2.00000,4.00000,-50.00000,-100.00000,-34.06770,8.80000
2.00000,5.00000,-50.00000,-125.00000,-21.00380,11.40000
2.00000,6.00000,-50.00000,-150.00000,-24.72330,8.80000
2.00000,7.00000,-50.00000,-175.00000,-44.33370,8.20000
2.00000,8.00000,-50.00000,-200.00000,-51.26230,9.00000
2.00000,9.00000,-50.00000,-225.00000,-50.33890,9.80000
3.00000,0.00000,-75.00000,-0.00000,-42.22350,8.80000
3.00000,1.00000,-75.00000,-25.00000,-38.18850,10.00000
3.00000,2.00000,-75.00000,-50.00000,-34.30170,11.80000
3.00000,3.00000,-75.00000,-75.00000,-35.81490,11.60000
3.00000,4.00000,-75.00000,-100.00000,-4.66830,8.60000
3.00000,5.00000,-75.00000,-125.00000,-43.87080,11.20000
3.00000,6.00000,-75.00000,-150.00000,-39.64450,8.80000
3.00000,7.00000,-75.00000,-175.00000,-51.85590,9.80000
3.00000,8.00000,-75.00000,-200.00000,-22.16740,9.60000
3.00000,9.00000,-75.00000,-225.00000,-42.82510,8.60000
4.00000,0.00000,-100.00000,-0.00000,-24.40620,12.40000
4.00000,1.00000,-100.00000,-25.00000,-22.09640,10.20000
4.00000,2.00000,-100.00000,-50.00000,-33.33530,9.40000
4.00000,3.00000,-100.00000,-75.00000,-27.19010,10.00000
4.00000,4.00000,-100.00000,-100.00000,119.34180,10.60000
4.00000,5.00000,-100.00000,-125.00000,-20.64490,7.80000
4.00000,6.00000,-100.00000,-150.00000,-32.03780,9.40000
4.00000,7.00000,-100.00000,-175.00000,-32.18080,5.40000
4.00000,8.00000,-100.00000,-200.00000,132.43260,9.80000
4.00000,9.00000,-100.00000,-225.00000,-25.20620,9.40000
5.00000,0.00000,-125.00000,-0.00000,-40.20240,11.20000
5.00000,1.00000,-125.00000,-25.00000,-36.00980,11.40000
5.00000,2.00000,-125.00000,-50.00000,-27.01010,7.40000
5.00000,3.00000,-125.00000,-75.00000,138.92190,12.20000
5.00000,4.00000,-125.00000,-100.00000,-18.92840,6.80000
5.00000,5.00000,-125.00000,-125.00000,-20.62160,9.00000
5.00000,6.00000,-125.00000,-150.00000,-56.08690,10.80000
5.00000,7.00000,-125.00000,-175.00000,82.62950,7.40000
5.00000,8.00000,-125.00000,-200.00000,-40.87670,8.00000
5.00000,9.00000,-125.00000,-225.00000,-47.40130,6.40000
6.00000,0.00000,-150.00000,-0.00000,-30.52490,8.40000
6.00000,1.00000,-150.00000,-25.00000,108.47150,7.40000
6.00000,2.00000,-150.00000,-50.00000,-31.12040,11.80000
6.00000,3.00000,-150.00000,-75.00000,-38.49500,11.80000
6.00000,4.00000,-150.00000,-100.00000,-1.71110,5.60000
6.00000,5.00000,-150.00000,-125.00000,177.99720,10.20000
6.00000,6.00000,-150.00000,-150.00000,-23.07040,7.40000
6.00000,7.00000,-150.00000,-175.00000,-41.02630,8.80000
6.00000,8.00000,-150.00000,-200.00000,-33.36570,9.60000
6.00000,9.00000,-150.00000,-225.00000,-42.24160,9.60000
7.00000,0.00000,-175.00000,-0.00000,-41.62100,10.00000
7.00000,1.00000,-175.00000,-25.00000,-49.18750,11.40000
7.00000,2.00000,-175.00000,-50.00000,-44.44280,11.20000
7.00000,3.00000,-175.00000,-75.00000,-38.07440,8.20000
7.00000,4.00000,-175.00000,-100.00000,-96.69580,8.60000
7.00000,5.00000,-175.00000,-125.00000,124.34990,6.60000
7.00000,6.00000,-175.00000,-150.00000,-50.45190,6.00000
7.00000,7.00000,-175.00000,-175.00000,-31.93280,6.20000
7.00000,8.00000,-175.00000,-200.00000,113.09410,9.40000
7.00000,9.00000,-175.00000,-225.00000,-44.26050,5.00000
8.00000,0.00000,-193.60000,-0.00000,176.48320,10.20000
8.00000,1.00000,-193.60000,-25.00000,-11.19520,11.00000
8.00000,2.00000,-193.60000,-50.00000,-25.93530,9.40000
8.00000,3.00000,-193.60000,-75.00000,-41.66440,11.20000
8.00000,4.00000,-193.60000,-100.00000,-37.62130,7.40000
8.00000,5.00000,-193.60000,-125.00000,-41.85140,8.00000
8.00000,6.00000,-193.60000,-150.00000,-41.96390,9.00000
8.00000,7.00000,-193.60000,-175.00000,-44.77170,7.40000
8.00000,8.00000,-193.60000,-200.00000,-56.62990,8.40000
8.00000,9.00000,-193.60000,-225.00000,-11.60610,7.40000
9.00000,0.00000,-217.80000,-0.00000,-28.87780,13.00000
9.00000,1.00000,-217.80000,-25.00000,-25.11450,8.60000
9.00000,2.00000,-217.80000,-50.00000,-47.78290,11.00000
9.00000,3.00000,-217.80000,-75.00000,-52.28860,11.60000
9.00000,4.00000,-217.80000,-100.00000,-56.32210,9.40000
9.00000,5.00000,-217.80000,-125.00000,-56.32790,7.80000
9.00000,6.00000,-217.80000,-150.00000,-62.91620,9.00000
9.00000,7.00000,-217.80000,-175.00000,-61.77750,7.40000
9.00000,8.00000,-217.80000,-200.00000,-67.98540,8.60000
9.00000,9.00000,-217.80000,-225.00000,-54.81650,8.60000
